stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding,level_id,platform_code
23,,Bajram Curri,"Në Rrugën ?Niko Avrami?, përballë shkollës 9-vjeçare ?Bajram Curri?.",41.34616467170001,19.8383338231,,,0,,,0,,
24,,Bajram Curri,"Në Rrugën ?Niko Avrami?, përballë shkollës 9-vjeçare ?Bajram Curri?.",41.34613349519999,19.8382673318,,,0,,,0,,
25,,Kopshti 27,Në afërsi të kryqëzimit të Rrugës ?Njazi Meka? me Rrugën ?Shyqyri Peza?.,41.34829602689999,19.8332901261,,,0,,,0,,
26,,Kopshti 27,Në afërsi të kryqëzimit të Rrugës ?Njazi Meka? me Rrugën ?Shyqyri Peza?.,41.348066917900006,19.8332586372,,,0,,,0,,
27,,Allias,Pranë kryqëzimit të Rrugës ?Njazi Meka? me Rrugën ?Abedin D. Çiçi?.,41.35058856959999,19.8314184802,,,0,,,0,,
28,,Parafabrikatet,"100 m pas kryqëzimit të Rrugës ?Gaqo Tashko?, me Rrugën ?Niko Avrami?",41.346648738968504,19.836751620045618,,,0,,,0,,
29,,Parafabrikatet,"100 m pas kryqëzimit të Rrugës ?Gaqo Tashko?, me Rrugën ?Niko Avrami?",41.34674162495841,19.836764447585576,,,0,,,0,,
30,,Shallvaret,"Tek Lulishtja ?Parku Rinia?/ ne rrugen "" Ibrahim Rugova"" perpara kryqezimit me Blv. ""Gjergj Fishta""",41.3238632479,19.8173227375,,,0,,,0,,
31,,Brigada 8,"Rrugën ""Sami Frashëri"", tek piceri ""Juvenilja""",41.3215996616,19.8135725965,,,0,,,0,,
32,,Shkencat e Natyrës,prane Fakultetit te Shkencave te Natyres,41.335239071199986,19.81630374,,,0,,,0,,
33,,Qendra Kristal,është në afërsi të kryqëzimit të rrugës ?Bill Klinton? me rrugën ?Prokop Mima?,41.313289600090926,19.80343880867933,,,0,,,0,,
34,,Mentor Xhemali,është në fillim të rrugës ?Rexhep Pinari?,41.313792346354006,19.79828471624414,,,0,,,0,,
35,,Rexhep Pinari,është në rrugën ?Rexhep Pinari? në afërsi të kryqëzimit me rrugën ?Zallit?,41.310506711312875,19.79797116380182,,,0,,,0,,
36,,Rexhep Pinari,është në rrugën e ?Zallit? në afërsi të kryqëzimit me rrugën ?Rexhep Pinari?,41.310288284194186,19.798150959872377,,,0,,,0,,
37,,Kodra Diellit 2,"është në rrugën ?Zallit?, pranë Rezidencës ?Kodra e Diellit Nr. 2?",41.306957479350906,19.7984029259389,,,0,,,0,,
38,,Nënkalimi,është në afërsi të kryqëzimit të rrugës ?Kodra e Diellit? me Unazën e Madhe.,41.31212288855818,19.804564420606294,,,0,,,0,,
39,,Komuna Parisit,Pas kryqëzimit të Rrugës ?Sulejman Delvina? me Rrugën ?Komuna e Parisit?.,41.31864079480539,19.807687108136417,,,0,,,0,,
40,,Rruga Moskat,"prane LSI,",41.31927879229999,19.8142332447,,,0,,,0,,
41,,Muzeu Kombëtar A,Pas kryqëzimit të Blv. ?Zogu i I? me Rrugën ?Ded Gjo Luli?( Piaza),41.33009311715877,19.81648751314087,,,0,,,0,,
42,,Biblioteka,"Terminali i Ri , pranë ""Pallatit të Kulturës""",41.3283566655,19.8209442277,,,0,,,0,,
43,,Depo Ujit A,"Kryqezimi i ""Rruga Pjeter Budi"" me ""Rruga Fuat Toptani"" Drejtimi Liceu Artistik ""Jordan Misja""",41.32231538729903,19.84988369281335,,,0,,,0,,
44,,Çollakët,"Kryqzimi I ""Rruga Pjeter Budi"" me ""Rruga Jahja Ballhysa"" Drejtimi Qender",41.3206797651,19.8547843436,,,0,,,0,,
45,,Kristaq Capo,Pjeter Budi,41.321039381,19.8438155885,,,0,,,0,,
46,,Shkolla Baletit,Blv. ?Bajram Curri?,41.3255870583,19.8260666012,,,0,,,0,,
47,,Naum Prifti,Pjeter Budi,41.3212932518,19.844744214,,,0,,,0,,
48,,Njësia 2,Petronini Luarasi,41.3257064175,19.8299809318,,,0,,,0,,
49,,Tregu Elektrik,Petronini Luarasi,41.3256401017,19.8332378635,,,0,,,0,,
50,,Mihal Grameno,Todi Shkurti,41.3241140273,19.8352289868,,,0,,,0,,
51,,Ali Visha,Todi Shkurti,41.3234181689,19.8373076868,,,0,,,0,,
52,,Njësia 2,Petro Nini Luarasi,41.32559921299999,19.8299153131,,,0,,,0,,
53,,Tregu Elektrik,Petro Nini Luarasi,41.3257411544,19.833050162300005,,,0,,,0,,
54,,Mihal Grameno,Todi Shkurti,41.32420686280001,19.8348884246,,,0,,,0,,
56,,Parlamenti,TEK PARLAMENTI,41.32692338689999,19.8238787346,,,0,,,0,,
57,,Binak Alia,"Kryqezimi i ""Rruga Shefqet Ndroqi"" me ""Rruga Pjeter Budi"" Drejtimi Qytet Studenti\",41.32091542502407,19.853337730328636,,,0,,,0,,
58,,Abedin Pashë Dino,Pjeter Budi,41.3220754187,19.840051585,,,0,,,0,,
59,,Shkolla Baletit,Petro Nini Luarasi,41.32542219860001,19.8270414964,,,0,,,0,,
60,,Abedin Pashë Dino,Pjeter Budi,41.321951471937645,19.840171807880797,,,0,,,0,,
61,,ATSH,"Blv. ?Zhan Dark?, në afërsi të kryqëzimit me Rrugën ?Fadil Rada?",41.3273373747,19.8272076089,,,0,,,0,,
62,,Ministria Jashtme,"Blv. ?Zhan Dark?, tek ?Ministria e Punëve të Jashtëme?",41.32953806590001,19.8315476073,,,0,,,0,,
64,,Dali Ndreu,"në rrugën ""Ali Demi"", para kryqëzimit me rrugën ""Dali Ndreu""",41.33086030978763,19.843575432592658,,,0,,,0,,
65,,Odhise Grillo,"në Blv. ""Zhan D'Ark"", kryqëzimi me rrugën ""Odhise Grillo""",41.33325754678741,19.84059003940926,,,0,,,0,,
66,,Ura,Në afërsi të kryqëzimit të Rrugës ?Pasho Hysa? me Rrugën ?Kostaq Cipo?.,41.3298016974398,19.84517175901926,,,0,,,0,,
67,,Ura,Në afërsi të kryqëzimit të Rrugës ?Pasho Hysa? me Rrugën ?Kostaq Cipo?.,41.32983852413355,19.8452904999649,,,0,,,0,,
68,,Teki Tartari,Në kryqëzimin e Rrugës ?Pasho Hysa? pranë kryqëzimit me Rrugën ?Teki Tartari?.,41.3284971714,19.8471931033,,,0,,,0,,
69,,Teki Tartari,Në kryqëzimin e Rrugës ?Pasho Hysa? pranë kryqëzimit me Rrugën ?Teki Tartari?.,41.3283189422,19.8473302831,,,0,,,0,,
70,,Depo Ujit B,Eshtë 200 m përpara kryqëzimit të Rrugës ?Pasho Hysa? me Rrugën ?Pal Ëngjëlli?,41.32439366088505,19.849883071266845,,,0,,,0,,
71,,Materniteti Ri,"eshte ne Blv. ""Zhan Dark"", prane ures perballe ""Maternitet i Ri""",41.33157504319999,19.8377089061,,,0,,,0,,
72,,Pal Engjelli,Eshtë 200 m përpara kryqëzimit të Rrugës ?Pasho Hysa? me Rrugën ?Pal Ëngjëlli?,41.32754114502433,19.8488061150406,,,0,,,0,,
73,,Pal Engjelli,Eshtë 200 m përpara kryqëzimit të Rrugës ?Pasho Hysa? me Rrugën ?Pal Ëngjëlli?,41.327564458213644,19.84890265666354,,,0,,,0,,
75,,Ministria Shëndetësisë,"Blv. ?Bajram Curri?, tek ?Ministria e Shëndetësisë?",41.3292599162,19.8323508798,,,0,,,0,,
76,,Banka Shqipërisë,Rruga Kavajes,41.32830501718875,19.815059805746998,,,0,,,0,,
77,,Kisha Katolike,"Në Rrugën e ?Kavajës?, përballë ?Kishë",41.32754993899348,19.80965455024745,,,0,,,0,,
78,,Poliklinika 9,Kavajes,41.32636171654618,19.805025349270956,,,0,,,0,,
79,,Inxhinieria,Fakulteti i Ndërtimit,41.3274315615,19.8026148497,,,0,,,0,,
80,,Fusha Aviacionit,Fusha e Aviacionit,41.330006123,19.7973239779,,,0,,,0,,
81,,Simon Gjoni,Fusha e Aviacionit,41.33331738910287,19.791197664172604,,,0,,,0,,
82,,Dhora Leka,Abedin Rexha,41.33535937142152,19.787690719363827,,,0,,,0,,
83,,Zjarrfikësja,Artan Lenja,41.32818851419271,19.8006485991157,,,0,,,0,,
84,,Konviktet,Studenti,41.3293359183,19.8005748674,,,0,,,0,,
85,,Fusha Aviacionit,Fushes Aviacionit,41.3302089277,19.7974492746,,,0,,,0,,
86,,Helikopterët,Fushes Aviacionit,41.33138158866871,19.794505967132622,,,0,,,0,,
87,,Zjarrfikësja,Artan Lenja,41.32814006785892,19.800515465169536,,,0,,,0,,
88,,Konviktet,Studenti,41.3293198728,19.8004645021,,,0,,,0,,
89,,Simon Gjoni,Fusha e Aviacionit,41.333225366547936,19.791205776157632,,,0,,,0,,
90,,Helikopterët,Fushes Aviacionit,41.33145857374626,19.79453259332577,,,0,,,0,,
91,,Materniteti Ri,"Blv. ""Zhan Dark""",41.33180778608857,19.83678023036414,,,0,,,0,,
92,,Selman Riza,Ali Demi,41.3330977003,19.8434217208,,,0,,,0,,
93,,Shkozë,,41.3344387772,19.8483484922,,,0,,,0,,
96,,Marketi,,41.332694037399996,19.8409911988,,,0,,,0,,
97,,Pazari i Ri,Në afërsi të sheshit ?Avni Rustemi?,41.329085441400004,19.8238627403,,,0,,,0,,
98,,Pazari i Ri,Në afërsi të sheshit ?Avni Rustemi?,41.3290599293,19.8244727492,,,0,,,0,,
99,,Optika,Mbas kryqëzimit të Rrugës ?Hoxha Tahsim? me Rrugën ?Vllazën Huta?,41.331587202,19.8291697599,,,0,,,0,,
100,,Optika,Mbas kryqëzimit të Rrugës ?Hoxha Tahsim? me Rrugën ?Vllazën Huta?,41.33159426229999,19.8294686821,,,0,,,0,,
101,,Hoxha Tahsim,Përpara kryqëzimit të Rrugës ?Hoxha Tahsim? me Rrugën ?Bardhyl?,41.33334734753951,19.83275790564785,,,0,,,0,,
102,,Hoxha Tahsim,Përpara kryqëzimit të Rrugës ?Hoxha Tahsim? me Rrugën ?Bardhyl?,41.3334269326,19.833145356,,,0,,,0,,
103,,Xhamlliku,"Pas kryqëzimit të Rrugën ?Xhanfize Keko?, me Rrugën ?Ramiz Treni?.",41.33586411400001,19.8379833421,,,0,,,0,,
104,,Xhamlliku,"Pas kryqëzimit të Rrugën ?Xhanfize Keko?, me Rrugën ?Ramiz Treni?.",41.3357978081,19.8382034243,,,0,,,0,,
105,,Varri Bamit,"Pas kryqëzimit të Rrugën ?Xhanfize Keko?, me Rrugën ?Sadik Petrelën",41.3380845855,19.841487466700002,,,0,,,0,,
106,,Oxhaku,"Pas kryqëzimit të Rrugën ?Xhanfize Keko?, me Rrugën ?Zini Sako?.",41.339604199600004,19.843149154,,,0,,,0,,
107,,Artistike Migjeni,"Përpara kryqëzimit të Rrugën ?Xhanfize Keko?, me Rrugën ?Hysen Xhura?.",41.34208953149999,19.8457673994,,,0,,,0,,
108,,Artistike Migjeni,"Përpara kryqëzimit të Rrugën ?Xhanfize Keko?, me Rrugën ?Hysen Xhura?.",41.34217853829998,19.8459942223,,,0,,,0,,
109,,IKV,"Në Rrugën ?Sotir Caci?, përball Institutit të Kërkimeve Veterinare.",41.34492051609999,19.8501832417,,,0,,,0,,
110,,IKV,"Në Rrugën ?Sotir Caci?, përball Institutit të Kërkimeve Veterinare.",41.3451627769,19.8508414547,,,0,,,0,,
111,,Fresku,Në kryqëzimin e Rrugës ?Sotir Caci? me Rrugën ?Shefqet Kuka?.,41.346235057242296,19.855213081698576,,,0,,,0,,
112,,Fresku,Në kryqëzimin e Rrugës ?Sotir Caci? me Rrugën ?Shefqet Kuka?.,41.346172575700564,19.855220907234802,,,0,,,0,,
113,,Thoma Filipeu,"Në Rrugën ?Muhamet Deliu?, tek Qendra Shëndetësore",41.348424754851685,19.8576725105537,,,0,,,0,,
114,,Qendra Shëndetësore,"Në Rrugën ?Muhamet Deliu?, tek Qendra Shëndetësore",41.34683971719999,19.8587707052,,,0,,,0,,
116,,17 Shkurti,"Në Rrugën ?Muhamet Deliu?, tek ?Shkolla e Re?",41.35072856611623,19.864604505381248,,,0,,,0,,
117,,Hysen Bastari,"Në Rrugën ?Muhamet Deliu?, tek ?Shkolla e Re?",41.3488694939959,19.86316875236313,,,0,,,0,,
118,,Thesari,"Në Rrugën ?Muhamet Deliu?, tek Thesari.",41.350512857985784,19.867400747031702,,,0,,,0,,
119,,Fizika Bërthamore,"Në Rrugën ?Muhamet Deliu?, tek Qendra Shëndetësore",41.34755270602752,19.856254268673204,,,0,,,0,,
120,,Varri Bamit,"Pas kryqëzimit të Rrugën ?Xhanfize Keko?, me Rrugën ?Sadik Petrelën",41.33885494775233,19.84205180959262,,,0,,,0,,
121,,Siri Kodra,"Në hyrje të ?Unazës?, pranë ?Dispancerisë.",41.33831778754117,19.818951404516497,,,0,,,0,,
122,,Siri Kodra,"Në hyrje të ?Unazës?, pranë ?Dispancerisë.",41.337688153900004,19.8196318013,,,0,,,0,,
123,,Muhedin Llagami,"Në Rrugën e ?Kavajës?, tek kryqëzimi me Rrugën ?Ndre Mjeda",41.324064558599986,19.7982659147,,,0,,,0,,
124,,Ura Teknologjike,"Në Rrugën e ?Kavajës?, përpara urës së lumit Lanë",41.3227310542,19.7935205766,,,0,,,0,,
125,,Ura Teknologjike,"Në Rrugën e ?Kavajës?, përpara urës së lumit Lanë",41.32275154221372,19.79293384102525,,,0,,,0,,
126,,Tregu,"Në Rrugën e ""Konferenca e Pezzës"", tek kryqëzimi me Rrugën ""Hamdi Pepo""",41.32087751209359,19.787394534623086,,,0,,,0,,
127,,Kthesa Yzberisht,"Në Rrugën e ?Konferenca e Pezzës?, përpara kryqëzimit të Rrugën ?3 Dëshmorët?",41.31988699440001,19.7843377488,,,0,,,0,,
128,,Kthesa Yzberisht,"Në Rrugën e ?Konferenca e Pezzës?, përpara kryqëzimit të Rrugën ?3 Dëshmorët?",41.319423584803985,19.78255596529296,,,0,,,0,,
129,,UKT,Në Rrugën e ?Konferenca e Pezës? në afërsi të kryqëzimit me rrugën ?H.Culhaj?.,41.317794988199985,19.777271653700005,,,0,,,0,,
130,,Mapo,"Në Rrugën e ?Konferenca e Pezës?, tek hyrja e lagjes ?Kombinat?.",41.31577837617025,19.771465846398815,,,0,,,0,,
131,,Kombinat,Tek pallatet në dalje të Kombinatit,41.314264758227516,19.768043726594403,,,0,,,0,,
132,,Komisariati 6,Në Rrugën e ?Llazi Miho? tek Karburanti (Pranë varrezave publike në ?Sharrë,41.31247110709999,19.7635812417,,,0,,,0,,
133,,Komisariati 6,Në Rrugën e ?Llazi Miho? tek Karburanti (Pranë varrezave publike në ?Sharrë,41.31271482220001,19.7639096698,,,0,,,0,,
134,,Varrezat Sharrë,Tek kryqëzimi i Rrugës ?Llazi Miho? me Rrugën për në ?Sharrë?,41.31054381299999,19.7597856072,,,0,,,0,,
135,,Varrezat Sharrë,Tek kryqëzimi i Rrugës ?Llazi Miho? me Rrugën për në ?Sharrë?,41.310490837699994,19.7595497051,,,0,,,0,,
136,,Kthesa Sharrë,Në afërsi të kryqëzimit të Rrugës  ?Llazi Miho? me Rrugën ?Lekë Zaharia?.,41.306601415799996,19.757366612900004,,,0,,,0,,
138,,Karburanti,"eshte ne Rrugen Nacionale ""Tirane-Durres"", tek karburanti i pas pikes Cekrezi",41.303262172185164,19.74539714333836,,,0,,,0,,
139,,Kthesa Sharrë,Në afërsi të kryqëzimit të Rrugës  ?Llazi Miho? me Rrugën ?Lekë Zaharia?,41.3066808516,19.7572302005,,,0,,,0,,
140,,Prush,te kthesa e Prushit,41.30568726079999,19.754499073600005,,,0,,,0,,
141,,Prush,te kthesa e Prushit,41.30560219549999,19.7546106798,,,0,,,0,,
142,,Fabrika Tullave,prane fabrikes se Tullave,41.30490078849999,19.7507163639,,,0,,,0,,
143,,Fabrika Tullave,prane fabrikes se Tullave,41.304812346199995,19.7507799982,,,0,,,0,,
144,,Rruga Besa,"është në rrugën ?Siri Kodra?, pas Kryqëzimit me Rrugën ?Besa?",41.34251464769999,19.8162519062,,,0,,,0,,
145,,Rruga Besa,"është në rrugën ?Siri Kodra?, pas Kryqëzimit me Rrugën ?Besa?",41.342491447899995,19.8161280463,,,0,,,0,,
146,,Rruga Sejdini,"Tek Rruga ?Reshit Petrela?, afër Institucionit të Ekzekutimit të Vendimeve Penale ?Jordan Misja?313.",41.345709108287906,19.80782626193309,,,0,,,0,,
147,,Filip Jano,"Tek Rruga ?Filip Jano""",41.344994409499996,19.8087466429,,,0,,,0,,
149,,Nënstacioni Elektrik,"Në Rrugën ?Siri Kodra?, pranë ?N/stacionit elektrik?.",41.345738159560625,19.81456937394947,,,0,,,0,,
150,,Nënstacioni Elektrik,"Në Rrugën ?Siri Kodra?, pranë ?N/stacionit elektrik?.",41.345889255546865,19.814342048904088,,,0,,,0,,
151,,Frigoriferi,"Në Rrugën ?Siri Kodra?, pranë Magazinave.",41.340610342,19.8173991704,,,0,,,0,,
152,,Frigoriferi,"Në Rrugën ?Siri Kodra?, pranë Magazinave.",41.340773104399986,19.8174224934,,,0,,,0,,
153,,Parku Rinia,"blv. ""Deshmoret e Kombit"" (ne segmentin e kufizuar nga ""Myslym Shyri"" dhe blv.""Gjergj Fishta"" sipas sensit veri-jug / Perballe Hotel Dajtit",41.325037982699996,19.8191839827,,,0,,,0,,
154,,Piramida,"Blv. ?Dëshmorët e Kombit?, tek Piramida.",41.32303916520001,19.8197514292,,,0,,,0,,
155,,Rektorati,"Në sheshin ?Nënë Tereza?, tek Rektorati",41.31773478596733,19.821867897101505,,,0,,,0,,
156,,Libri Universitar,"në rrugën ""Abdyl Frashëri"", përballë Librit Universitar",41.31918481229999,19.8182730226,,,0,,,0,,
157,,Harry Fultz,"rruga ""Asim Vokshi"", tek shkolla ""Harry Fultz""",41.335142664056015,19.810821817254684,,,0,,,0,,
158,,Don Bosko,"rruga  ""Asim Vokshi"", përpara kryqëzimit me rrugën ""Don Bosko""",41.3346217798,19.807838158,,,0,,,0,,
159,,Stadiumi Dinamo,Pas kryqëzimit të Rrugës ?Sulejman Delvina? me Rrugën ?Komuna e Parisit,41.31888566319999,19.8085634018,,,0,,,0,,
160,,Vasil Shanto,"Përpara kryqëzimit të ""Rruga Sulejman Delvina"" me Blv. ""Bajram Curri""",41.321705270699994,19.804617177,,,0,,,0,,
161,,Selitë,"Pas kryqëzimit të Blv. ""Gjergj Fishta"" me ""Rruga Muhedin Llagami""",41.32074493599999,19.7985920056,,,0,,,0,,
162,,Pallati me Shigjeta,"Përpara kryqëzimit të Blv. ""Gjergj Fishta"" me ""Rruga e Kavajës""",41.32186184809999,19.7927948495,,,0,,,0,,
163,,Teodor Keko,"Në kryqëzimin e ""Rruga Kavajës"" me ""Rruga Teodor Keko"".",41.32403715194349,19.788754167665605,,,0,,,0,,
164,,Nexho Konomi,Pas kryqëzimit të Rrugës ?Teodor Keko? me Rrugën ?Pjetër Zarishi?.,41.33025071005043,19.785131515164924,,,0,,,0,,
165,,Kristaq Mone,Pas kryqëzimit të Rrugës ?Teodor Keko? me Rrugën ?Kristaq Mone?.,41.332593542079145,19.783836277861333,,,0,,,0,,
166,,Lumi Lanë,"Në Rrugën ?Teodor Keko?, përpara Urës së Lumit ?Lanë?.",41.33502444856422,19.783356888401368,,,0,,,0,,
167,,Sheshi Shqiponja,"Në Rrugën ""Teodor Keko"", përpara ""Sheshit Shqiponja""",41.33788599356361,19.785557068136153,,,0,,,0,,
168,,Blloku Gintash,"Në ""Rruga Dritan Hoxha"", përballë Bllokut ""Gintash"".",41.33795140779998,19.7899172404,,,0,,,0,,
169,,Pallatet Arabe,"Në kryqëzimin e Rrugës ?Dritan Hoxha? me Rrugën ?Lord Bajron?, përballë shkollës 9-vjeçare ?Ahmet Gashi?.",41.337138749533864,19.792259143286643,,,0,,,0,,
170,,Ana Komnena,"Në kryqëzimin e Rrugës ?Dritan Hoxha? me Rrugën ?Pandi Dardha?, tek  Drejtoria e Përgjithshme e Doganave Tiranë.",41.33545829056066,19.79693124182869,,,0,,,0,,
171,,Asllan Rusi,"Në Rrugën ?Dritan Hoxha?, përballë Pallatit të Sportit ?Asllan Rusi?",41.334130429349074,19.80091655771532,,,0,,,0,,
172,,Kryqëzimi Kashar,"Pas kryqëzimit të ""Rruga Teodor Keko"" me ""Rruga Aleksandri i Madh""",41.33039896133942,19.784512724765193,,,0,,,0,,
173,,Teodor Keko,"Në Kryqëzimin e ""Rruga Teodor Keko"" me ""Rruga e Kavajës""",41.322770719199994,19.7887020018,,,0,,,0,,
174,,Pallati me Shigjeta,"Në Blv. ""Bajram Curri"", pas kryqëzimit me ""Rruga Nikollë Kaçorri""",41.320902791399995,19.793524378700003,,,0,,,0,,
175,,Selitë,"Në Blv. ""Bajram Curri"", pas kryqëzimit me ""Rruga Isuf Elezi""",41.320378958599996,19.7998143326,,,0,,,0,,
176,,Vasil Shanto,"Në Rrugën ?Sulejman Delvina?, pas kryqëzimit me Blv. ?Bajram Curri?",41.3206867531,19.8055538865,,,0,,,0,,
177,,Komuna Parisit,Pas kryqëzimit të Rrugës ?Sulejman Delvina? me Rrugën ?Medar Shtylla?,41.31877373500001,19.8083590234,,,0,,,0,,
178,,Posta 8,"Në Rrugën ?Sulejman Delvina?, para Sheshit ?Uillson?",41.318133399000004,19.8134190571,,,0,,,0,,
179,,Kristaq Dollaku,Në afërsi të kryqëzimit të Rrugës ?Teodor Keko? me Rrugën ?Feizi Himzo,41.32625366055237,19.78724377731385,,,0,,,0,,
180,,Kristaq Dollaku,Në afërsi të kryqëzimit të Rrugës ?Teodor Keko? me Rrugën ?Feizi Himzo?,41.3261320088405,19.786678913486092,,,0,,,0,,
181,,Terminal A,,41.34443185486851,19.776208822177615,,,0,,,0,,
182,,Selvia,"Në Rrugën e ?Dibrës?, tek ?Selvija?",41.333442402245225,19.823069239524358,,,0,,,0,,
183,,Medreseja,"Në Rrugën e ?Dibrës?, tek ?Medreseja?.",41.3382609624,19.8261673965,,,0,,,0,,
184,,Rruga Ura,"Në Rrugën e Dibrës, tek Rruga Ura",41.3459602561,19.8408316861,,,0,,,0,,
185,,Kinostudio,"Në Rrugën e ?Dibrës?, tek sheshi pranë karburantit përballë ?Ish Kinostudios Shqipëria e Re?. (Stacioni fundor).",41.34693603240001,19.8463656541,,,0,,,0,,
186,,Aleksandër Moisiu,"rrugën ""Aleksandër Moisiu"", pranë Bar Kafe ""MOLLA"" (Stacioni fundor)",41.34546475789999,19.8505234979,,,0,,,0,,
187,,Rruga Ura,"Në Rrugën e ?Dibrës?, tek ?Rruga ?Ura?.",41.3457472997,19.8406291099,,,0,,,0,,
188,,Ura Gjirozës,"Në Rrugën ?Myslym Keta?, tek ?Ura?",41.3500709915,19.8438878896,,,0,,,0,,
189,,Shefqet Kuka,"Në Rrugën ?Myslym Keta?, tek ?Ish Antibiotiku?",41.352174713299995,19.8452631036,,,0,,,0,,
190,,Shefqet Kuka ,"Në Rrugën ?Myslym Keta?, tek ?Ish Antibiotiku?",41.352300448899996,19.8452056988,,,0,,,0,,
191,,Elez Isufi,"Në Rrugën ?Myslym Keta?, tek ?Kafe e Rremës?.",41.35731755709999,19.8476535425,,,0,,,0,,
192,,Varrezat Tufinë,"Rrugën ?Myslym Keta?, tek sheshi poshtë ?Varrezave Tufinë?",41.361501014199995,19.8519515551,,,0,,,0,,
193,,Rruga Arbërit,"Te Ish repartet ""Xhenios""",41.3698672884,19.8550060457,,,0,,,0,,
194,,Profarma,,41.355008311,19.8465945805,,,0,,,0,,
195,,Instituti Ndërtimit,,41.35966318829999,19.8504193921,,,0,,,0,,
196,,Dispanseria,Përpara kryqëzimit të Rrugës ?Ferrit Xhajko? me Rrugën ?Siri Kodra?.,41.33796994258137,19.821389820241595,,,0,,,0,,
197,,Tregu 5 Maji,"Kryqëzimi i Rrugës ""Ferit Xhajko"" me  Rrugën ""5 Maji""",41.339935412699994,19.8257101422,,,0,,,0,,
198,,Stacioni i Trenit,Pas kryqëzimit të Blv. ?Zogu I? me Rrugën ?Reshit Petrela? (Fillimi i linjës).,41.3357825166,19.8147661982,,,0,,,0,,
199,,Karl Topia,Përpara kryqëzimit tek Sheshi ?Karl Topia?,41.3319033149,19.8043801443,,,0,,,0,,
